sender_id,sender_id_link,date,user goal (if supported),user goal fullfilled,user goal (not supported) ,reason for failure,details on failure / comments
4a26f473595342ecb91a8116613bc25c,https://website-demo.rasa.com/conversations/4a26f473595342ecb91a8116613bc25c/1543083914.2591577,24.11.2018,1 step,no,,Tech - intent classificationnot correct,
90caf8fb02234814b036bd382ea84224,https://website-demo.rasa.com/conversations/90caf8fb02234814b036bd382ea84224/1543077643.7531657,24.11.2018,1 step,no,,Tech - intent classificationnot correct,
664b3e68797141f181ec25d40d7aba05,https://website-demo.rasa.com/conversations/664b3e68797141f181ec25d40d7aba05/1543077463.060103,24.11.2018,1 step,yes,,,
2dffd5ed6b7544e0a485e71860e7452e,https://website-demo.rasa.com/conversations/2dffd5ed6b7544e0a485e71860e7452e/1543077139.1775596,24.11.2018,oos,yes,,,
2dffd5ed6b7544e0a485e71860e7452e,https://website-demo.rasa.com/conversations/2dffd5ed6b7544e0a485e71860e7452e/1543077139.1775596,24.11.2018,1 step,no,,User - left,
c3b8ed95f781489d830f979d5bedca0c,https://website-demo.rasa.com/conversations/c3b8ed95f781489d830f979d5bedca0c/1543075233.6124315,24.11.2018,1 step,no,,"Tech - intent correct, wrong action",
c96499ddc64546d482c25307433ec282,https://website-demo.rasa.com/conversations/c96499ddc64546d482c25307433ec282/1543071520.8016455,24.11.2018,,,,,
1858d77112c44653ac332d2ef9f3791e,https://website-demo.rasa.com/conversations/1858d77112c44653ac332d2ef9f3791e/1543069780.6361217,24.11.2018,,,,,
659890f495b944d580f4f470d5ab2d05,https://website-demo.rasa.com/conversations/659890f495b944d580f4f470d5ab2d05/1543067651.9876876,24.11.2018,,,,,
96fac5edd01b4e7fbf548c6f0d6f63b1,https://website-demo.rasa.com/conversations/96fac5edd01b4e7fbf548c6f0d6f63b1/1543065616.0063093,24.11.2018,,,,,
5c4336e4cbcd4d0f95e481f81357cfca,https://website-demo.rasa.com/conversations/5c4336e4cbcd4d0f95e481f81357cfca/1543065452.5644834,24.11.2018,,,,,
akela,https://website-demo.rasa.com/conversations/akela/1543062343.9283917,24.11.2018,,,,,
72a3146cb8ed4258b102740898b70c0f,https://website-demo.rasa.com/conversations/72a3146cb8ed4258b102740898b70c0f/1543060569.0769105,24.11.2018,,,,,
0098037a137a4f049c94b67b49f628cc,https://website-demo.rasa.com/conversations/0098037a137a4f049c94b67b49f628cc/1543058265.6426704,24.11.2018,,,,,
b25eec248c7f4f18ade3ce82d4a2d4ae,https://website-demo.rasa.com/conversations/b25eec248c7f4f18ade3ce82d4a2d4ae/1543057374.8373258,24.11.2018,,,,,
36f7dea9bd3d4ee6be1f6cc47659a5d8,https://website-demo.rasa.com/conversations/36f7dea9bd3d4ee6be1f6cc47659a5d8/1543051887.9091878,24.11.2018,,,,,
4cca26e7f6fe4460b798620da47be471,https://website-demo.rasa.com/conversations/4cca26e7f6fe4460b798620da47be471/1543051051.8411613,24.11.2018,,,,,
e7bc75a474fa41a58885c731e2d585ae,https://website-demo.rasa.com/conversations/e7bc75a474fa41a58885c731e2d585ae/1543049927.6788132,24.11.2018,,,,,
8f807cd7bae845e9b5c5cf8cb49f2e0c,https://website-demo.rasa.com/conversations/8f807cd7bae845e9b5c5cf8cb49f2e0c/1543047583.5207813,24.11.2018,,,,,
3abad6f770a5400999230304a4b3c2c6,https://website-demo.rasa.com/conversations/3abad6f770a5400999230304a4b3c2c6/1543041872.1845448,24.11.2018,,,,,
27e6a859222e4c5a8bd1dcf0bc328ee9,https://website-demo.rasa.com/conversations/27e6a859222e4c5a8bd1dcf0bc328ee9/1543041392.1329558,24.11.2018,,,,,
f00801c9578c4089a819c19b0df260f2,https://website-demo.rasa.com/conversations/f00801c9578c4089a819c19b0df260f2/1543078710.173169,24.11.2018,,,,,
beca585ef07f4162994cb346a9353104,https://website-demo.rasa.com/conversations/beca585ef07f4162994cb346a9353104/1543077243.4885504,24.11.2018,,,,,
340fbfbc51b541d09d0ff645bbb2a4d8,https://website-demo.rasa.com/conversations/340fbfbc51b541d09d0ff645bbb2a4d8/1543059192.0416777,24.11.2018,,,,,
53d7b8770c8f41f29246db7ad486a5a8,https://website-demo.rasa.com/conversations/53d7b8770c8f41f29246db7ad486a5a8/1543042945.2390068,24.11.2018,,,,,
fc7889f49f114d6aa76c6087d8ab756a,https://website-demo.rasa.com/conversations/fc7889f49f114d6aa76c6087d8ab756a/1543118553.6536226,24.11.2018,,,,,
a753bf0da4cd487692fa25817cea8e01,https://website-demo.rasa.com/conversations/a753bf0da4cd487692fa25817cea8e01/1543112547.339051,24.11.2018,,,,,
2e2a3b451fe74cd0aeef1180c2781fab,https://website-demo.rasa.com/conversations/2e2a3b451fe74cd0aeef1180c2781fab/1543110778.439589,24.11.2018,,,,,
55fdacf458d34350b435db5cb4d909bc,https://website-demo.rasa.com/conversations/55fdacf458d34350b435db5cb4d909bc/1543110592.2282627,24.11.2018,,,,,
b27e98b1fdb24680bbd49a73f36f95ce,https://website-demo.rasa.com/conversations/b27e98b1fdb24680bbd49a73f36f95ce/1543100324.7227921,24.11.2018,,,,,
b5f37ee6592b4e65882defc7cbf009a1,https://website-demo.rasa.com/conversations/b5f37ee6592b4e65882defc7cbf009a1/1543092603.06545,24.11.2018,,,,,
dddb5dc2fc08410e88c9f82e29c4bd00,https://website-demo.rasa.com/conversations/dddb5dc2fc08410e88c9f82e29c4bd00/1543092423.0116756,24.11.2018,,,,,
91322ee0512f472ca5b1d3e9b00c3670,https://website-demo.rasa.com/conversations/91322ee0512f472ca5b1d3e9b00c3670/1543090938.6644115,24.11.2018,,,,,
15d838c81b4443c3b8bcb1ecb263ffc4,https://website-demo.rasa.com/conversations/15d838c81b4443c3b8bcb1ecb263ffc4/1543086179.7808516,24.11.2018,,,,,
f57f67bc4c234e8e961788f89c93e823,https://website-demo.rasa.com/conversations/f57f67bc4c234e8e961788f89c93e823/1543085190.473272,24.11.2018,,,,,
3b1df19f8248491e95451d4e4a0bc092,https://website-demo.rasa.com/conversations/3b1df19f8248491e95451d4e4a0bc092/1543079913.4506962,24.11.2018,,,,,
95adcdf33c154a69a5aa157157cefb4a,https://website-demo.rasa.com/conversations/95adcdf33c154a69a5aa157157cefb4a/1543075501.0208824,24.11.2018,,,,,
9307aa9a212f4581ad306a10da9c5d58,https://website-demo.rasa.com/conversations/9307aa9a212f4581ad306a10da9c5d58/1543075425.2379866,24.11.2018,,,,,
a636d27f984247dab986697159c77c2e,https://website-demo.rasa.com/conversations/a636d27f984247dab986697159c77c2e/1543074994.7321572,24.11.2018,,,,,
08f65aa38243444799f0f4e52167db80,https://website-demo.rasa.com/conversations/08f65aa38243444799f0f4e52167db80/1543070488.2502372,24.11.2018,,,,,
1123c7baaa8d49539190bd4a7eb4ca53,https://website-demo.rasa.com/conversations/1123c7baaa8d49539190bd4a7eb4ca53/1543070312.740282,24.11.2018,,,,,
1191cce601604109bb529ad3b4ce2bc9,https://website-demo.rasa.com/conversations/1191cce601604109bb529ad3b4ce2bc9/1543070269.2100945,24.11.2018,,,,,
6ed9e6158bdd470a84f1f44557df88d0,https://website-demo.rasa.com/conversations/6ed9e6158bdd470a84f1f44557df88d0/1543069380.6581187,24.11.2018,,,,,
15f15bdf9ae34bdebc8a051e39898753,https://website-demo.rasa.com/conversations/15f15bdf9ae34bdebc8a051e39898753/1543067543.523745,24.11.2018,,,,,
63b042bc94ed44268f1ad7b6082838b7,https://website-demo.rasa.com/conversations/63b042bc94ed44268f1ad7b6082838b7/1543066431.0406334,24.11.2018,,,,,
4b7402c455b94c378af96fc356bf1553,https://website-demo.rasa.com/conversations/4b7402c455b94c378af96fc356bf1553/1543062392.2823384,24.11.2018,,,,,
7212aafe53ea4943b26789c28b8797ec,https://website-demo.rasa.com/conversations/7212aafe53ea4943b26789c28b8797ec/1543059299.507052,24.11.2018,,,,,
ff6f877c60904b2899f40609b2ee1db6,https://website-demo.rasa.com/conversations/ff6f877c60904b2899f40609b2ee1db6/1543058596.3592744,24.11.2018,,,,,
63bd3a6b17bc42eeaeab601fb20c6c60,https://website-demo.rasa.com/conversations/63bd3a6b17bc42eeaeab601fb20c6c60/1543055040.3803935,24.11.2018,,,,,
34c757fb53444131a03e6af5c31f2c54,https://website-demo.rasa.com/conversations/34c757fb53444131a03e6af5c31f2c54/1543049198.6456728,24.11.2018,,,,,
f97bbb2f4f254fc183ced6e0df0c39c6,https://website-demo.rasa.com/conversations/f97bbb2f4f254fc183ced6e0df0c39c6/1543198628.0176573,25.11.2018,1 step,no,,Tech - intent classificationnot correct,
1c9bdc8639fe4a16a4f8506c7f7b3a26,https://website-demo.rasa.com/conversations/1c9bdc8639fe4a16a4f8506c7f7b3a26/1543198176.1035979,25.11.2018,1 step,no,,User - left,
07db9adef1ba423ba9b94520f467b9c5,https://website-demo.rasa.com/conversations/07db9adef1ba423ba9b94520f467b9c5/1543194279.990273,25.11.2018,1 step,yes,how to build a voice bot ,,
0a551a492047492bbb3788f4e6f2fbf6,https://website-demo.rasa.com/conversations/0a551a492047492bbb3788f4e6f2fbf6/1543182639.355416,25.11.2018,,,"hi my name is, ",,unclear - bot stayed in user goal after confusing input but didn't tell user
df0bc77c272c46d88a78485ae898feea,https://website-demo.rasa.com/conversations/df0bc77c272c46d88a78485ae898feea/1543181515.0738237,25.11.2018,1 step,no,"how to migrate, insults ",,unclear - conversation wasn't successful but is that actual a basis for evaluating the user goal
4b08a7e54e2340848e2fcce21ddc2952,https://website-demo.rasa.com/conversations/4b08a7e54e2340848e2fcce21ddc2952/1543179306.556606,25.11.2018,,,"how can i send url to user, how can i send action ",,
93597847ea254b1e9bf950d2da53992d,https://website-demo.rasa.com/conversations/93597847ea254b1e9bf950d2da53992d/1543177553.0225945,25.11.2018,1 step,no,,Tech - intent classificationnot correct,
01d410c6389942fc827470a578123e03,https://website-demo.rasa.com/conversations/01d410c6389942fc827470a578123e03/1543175964.9093242,25.11.2018,1 step,yes,,,
da9b46e3908d4bcaa459b70c761b0c7d,https://website-demo.rasa.com/conversations/da9b46e3908d4bcaa459b70c761b0c7d/1543173647.933933,25.11.2018,1 step,yes,,,
e55e34e259584e998c6d1fa83d81457c,https://website-demo.rasa.com/conversations/e55e34e259584e998c6d1fa83d81457c/1543168888.0197716,25.11.2018,chitchat,yes,,,
e55e34e259584e998c6d1fa83d81457c,https://website-demo.rasa.com/conversations/e55e34e259584e998c6d1fa83d81457c/1543168888.0197716,25.11.2018,1 step,yes,,,unclear - after finishing the user goal user typed hi again and got privacy policy. user goal was still successful though
3908862686734d23ae42a7e988c8328b,https://website-demo.rasa.com/conversations/3908862686734d23ae42a7e988c8328b/1543168686.2532852,25.11.2018,oos,no,I want to develop the code,"Tech - intent correct, wrong action",
3908862686734d23ae42a7e988c8328b,https://website-demo.rasa.com/conversations/3908862686734d23ae42a7e988c8328b/1543168686.2532852,25.11.2018,1 step,yes,,,
59a5f52e084e4b0c9baf5c1a98c7d726,https://website-demo.rasa.com/conversations/59a5f52e084e4b0c9baf5c1a98c7d726/1543154403.9221516,25.11.2018,oos,no,how to install rasa,Tech - intent classificationnot correct,"unclear - to to install rasa shouldn't be 1 step, but 1 step went well"
59a5f52e084e4b0c9baf5c1a98c7d726,https://website-demo.rasa.com/conversations/59a5f52e084e4b0c9baf5c1a98c7d726/1543154403.9221516,25.11.2018,1 step,yes,,,
8971c73f6f034a8c9743c8c0c7d5cb4b,https://website-demo.rasa.com/conversations/8971c73f6f034a8c9743c8c0c7d5cb4b/1543153252.4380705,25.11.2018,1 step,yes,,,
8b4f3bf8620d4d8785e7b5aadf97f34b,https://website-demo.rasa.com/conversations/8b4f3bf8620d4d8785e7b5aadf97f34b/1543149887.027289,25.11.2018,rasa_help,no,,User - left,
9ae5c78ba2494dd4950cc0231e04b0be,https://website-demo.rasa.com/conversations/9ae5c78ba2494dd4950cc0231e04b0be/1543148721.3727932,25.11.2018,oos,no,what language is rasa based on,"Tech - intent correct, wrong action",
9ae5c78ba2494dd4950cc0231e04b0be,https://website-demo.rasa.com/conversations/9ae5c78ba2494dd4950cc0231e04b0be/1543148721.3727932,25.11.2018,1 step,no,python,Design - Bot repeats itself - other,it also should deal with oos intents within the 1 step flow 
e3a152f3854b4a6ea799f4116d36633c,https://website-demo.rasa.com/conversations/e3a152f3854b4a6ea799f4116d36633c/1543142924.4477148,25.11.2018,-,,,,
d121dfda690c4ae4ad577cf2a87a5539,https://website-demo.rasa.com/conversations/d121dfda690c4ae4ad577cf2a87a5539/1543141138.1334753,25.11.2018,1 step,no,,Tech - intent classificationnot correct,
9d9da1b329804036a5f7410b2b8df5b2,https://website-demo.rasa.com/conversations/9d9da1b329804036a5f7410b2b8df5b2/1543126224.3043566,25.11.2018,1 step,yes,,,
a243a02c9ba4454eb0ce3d8f0afc0ddf,https://website-demo.rasa.com/conversations/a243a02c9ba4454eb0ce3d8f0afc0ddf/1543198303.6104176,25.11.2018,suggestion,-,,,
3bfa8606d7a64ce29ce976206a7d743b,https://website-demo.rasa.com/conversations/3bfa8606d7a64ce29ce976206a7d743b/1543194321.3683004,25.11.2018,suggestion,-,,,
4f0fcc6a69bd4ec6826c43026a4b0124,https://website-demo.rasa.com/conversations/4f0fcc6a69bd4ec6826c43026a4b0124/1543185885.6939373,25.11.2018,suggestion,-,,,
23fe862d9daf4cd1bea00af6b617eb32,https://website-demo.rasa.com/conversations/23fe862d9daf4cd1bea00af6b617eb32/1543175433.021086,25.11.2018,suggestion,-,,,
86d7a8f4503a47938e1f9f9af97d6cf0,https://website-demo.rasa.com/conversations/86d7a8f4503a47938e1f9f9af97d6cf0/1543153356.6429641,25.11.2018,suggestion,-,,,
c0b9aa846d89409585fe8754c81e38d5,https://website-demo.rasa.com/conversations/c0b9aa846d89409585fe8754c81e38d5/1543133380.9375548,25.11.2018,suggestion,-,,,
87c69ec16fa54944bf28b87058db2525,https://website-demo.rasa.com/conversations/87c69ec16fa54944bf28b87058db2525/1543207609.9481275,25.11.2018,-,,,,
e5a62b6f2e8c4ec984902e7830cd6dda,https://website-demo.rasa.com/conversations/e5a62b6f2e8c4ec984902e7830cd6dda/1543207609.4296858,25.11.2018,-,,,,
0a250945d6644427b750ad54458d06df,https://website-demo.rasa.com/conversations/0a250945d6644427b750ad54458d06df/1543206431.5439775,25.11.2018,-,,,,
7c95904aab1e4afeafcaebbc93aca194,https://website-demo.rasa.com/conversations/7c95904aab1e4afeafcaebbc93aca194/1543205944.2254312,25.11.2018,oos,neutral,not able to install rasa on windows 10,,"user left early, that's why it'snot possible to evaluate success of conversation"
c4995648d9694689912ed07a4ba3cf41,https://website-demo.rasa.com/conversations/c4995648d9694689912ed07a4ba3cf41/1543199491.7648907,25.11.2018,sales,,,,"unclear, it was succesful but the end wasnot ideal"
2dc48316dd3c45a29f3ce24638b98c6c,https://website-demo.rasa.com/conversations/2dc48316dd3c45a29f3ce24638b98c6c/1543199088.3048098,25.11.2018,sales,no,,Tech - intent classificationnot correct,
43888584faa24a80b4acc80f094fe0ad,https://website-demo.rasa.com/conversations/43888584faa24a80b4acc80f094fe0ad/1543198011.8213646,25.11.2018,-,,,,
00e22948c08145b088952603a853a177,https://website-demo.rasa.com/conversations/00e22948c08145b088952603a853a177/1543197243.8454044,25.11.2018,chitchat,no,,Tech - intent classificationnot correct,
4b31e8039da8495f8cf6a772225a4234,https://website-demo.rasa.com/conversations/4b31e8039da8495f8cf6a772225a4234/1543194142.3990114,25.11.2018,-,,,,
38027da9b8b440378a832356d858edba,https://website-demo.rasa.com/conversations/38027da9b8b440378a832356d858edba/1543194039.5148325,25.11.2018,-,,,,
d097c8c685254ee5bf8d8d9897451b66,https://website-demo.rasa.com/conversations/d097c8c685254ee5bf8d8d9897451b66/1543192273.3360093,25.11.2018,-,,,,
7ea6d4a0d36c4821a99ec1b6f94cd9bd,https://website-demo.rasa.com/conversations/7ea6d4a0d36c4821a99ec1b6f94cd9bd/1543191445.7216053,25.11.2018,-,,,,
61a79cc477fe43afbfa7147d56a3da9d,https://website-demo.rasa.com/conversations/61a79cc477fe43afbfa7147d56a3da9d/1543190809.977511,25.11.2018,whatspossible,no,,Design - bot doesn't remember what I said / what context I am in,that happened outside of a user goal
ded13ec9e23644c38675336ffe40ff3d,https://website-demo.rasa.com/conversations/ded13ec9e23644c38675336ffe40ff3d/1543189033.4118888,25.11.2018,oos,no,,,unclear: what to choose when bot should react differently
1387d012e1d14368be8d8246b8b692c7,https://website-demo.rasa.com/conversations/1387d012e1d14368be8d8246b8b692c7/1543188432.0222063,25.11.2018,oos,no,i've never built a bot before,Tech - intent classificationnot correct,
aedf968880ea4bca9b8e2d786f0963c9,https://website-demo.rasa.com/conversations/aedf968880ea4bca9b8e2d786f0963c9/1543188156.732439,25.11.2018,oos,yes,interface for rasa training data,,
c99bdbe6392c41a2a69cff72347b2309,https://website-demo.rasa.com/conversations/c99bdbe6392c41a2a69cff72347b2309/1543186063.4109519,25.11.2018,-,,,,
926c0ce8a3924e408a988b262f4f2adc,https://website-demo.rasa.com/conversations/926c0ce8a3924e408a988b262f4f2adc/1543180873.224427,25.11.2018,oos,no,,"Tech - intent correct, wrong action",utterance was missing - is fixed
c1bd20ddab3e433aa1e8898fb3cc192a,https://website-demo.rasa.com/conversations/c1bd20ddab3e433aa1e8898fb3cc192a/1543176110.0870194,25.11.2018,-,,,,
5b32b946e14f4702ba9e4ca7724c12b9,https://website-demo.rasa.com/conversations/5b32b946e14f4702ba9e4ca7724c12b9/1543175420.5263355,25.11.2018,oos,no,,Design - bot doesn't remember what I said / what context I am in,
10eab008ae1045f8a6667402410be01c,https://website-demo.rasa.com/conversations/10eab008ae1045f8a6667402410be01c/1543167978.7813823,25.11.2018,oos,yes,,,
9f6e0aafff8c4c39985129973ad0b4a8,https://website-demo.rasa.com/conversations/9f6e0aafff8c4c39985129973ad0b4a8/1543162526.6703486,25.11.2018,oos,no,,Design - Bot repeats itself - fallback,
7cd1bc3f342446dd96716bd2435f17cb,https://website-demo.rasa.com/conversations/7cd1bc3f342446dd96716bd2435f17cb/1543162387.3019805,25.11.2018,chitchat,yes,,,
12e76bfc548f424aa11af547f8578b7a,https://website-demo.rasa.com/conversations/12e76bfc548f424aa11af547f8578b7a/1543162023.836298,25.11.2018,oos,no,,Design - Bot repeats itself - whatspossible,
c8906fd6893040539e54495c2c1b22e5,https://website-demo.rasa.com/conversations/c8906fd6893040539e54495c2c1b22e5/1543159019.7974281,25.11.2018,subscribe,no,,Tech - intent classificationnot correct,
43b4f6732399448f96938d22975b534a,https://website-demo.rasa.com/conversations/43b4f6732399448f96938d22975b534a/1543159008.7527,25.11.2018,oos,no,what is difference between free and paid version of rasa,Design - Bot repeats itself - fallback,
1ef3d9da19b74cb1a44a35992f8b6436,https://website-demo.rasa.com/conversations/1ef3d9da19b74cb1a44a35992f8b6436/1543153507.0683236,25.11.2018,sales,yes,"where do you live, domain knowledge",,
1ef3d9da19b74cb1a44a35992f8b6436,https://website-demo.rasa.com/conversations/1ef3d9da19b74cb1a44a35992f8b6436/1543153507.0683236,25.11.2018,oos,no,what are the next steps with my sales call,Design - Bot repeats itself - fallback,
ca672123deee42f3a39ddab393df550a,https://website-demo.rasa.com/conversations/ca672123deee42f3a39ddab393df550a/1543143477.3194346,25.11.2018,oos,neutral,,,
d5562d2e6c0e42d0bc794c01a02856f7,https://website-demo.rasa.com/conversations/d5562d2e6c0e42d0bc794c01a02856f7/1543137089.5248287,25.11.2018,-,,,,
98ffd6a608dd480196011d4952f65929,https://website-demo.rasa.com/conversations/98ffd6a608dd480196011d4952f65929/1543136594.0548368,25.11.2018,chitchat,no,,Tech - intent classificationnot correct,
fba3476b165c441c875537883beb1b95,https://website-demo.rasa.com/conversations/fba3476b165c441c875537883beb1b95/1543136439.0973501,25.11.2018,-,,,,
c3ae6708ad8147cc9a6cc88994ad0d58,https://website-demo.rasa.com/conversations/c3ae6708ad8147cc9a6cc88994ad0d58/1543131514.5816085,25.11.2018,oos,yes,who is the us president,,
fe4f04a83ece4168a81db6ccaf25dc93,https://website-demo.rasa.com/conversations/fe4f04a83ece4168a81db6ccaf25dc93/1543130318.830861,25.11.2018,chitchat,yes,,,
555b2de2b8eb4c488c79c669d89b6c0e,https://website-demo.rasa.com/conversations/555b2de2b8eb4c488c79c669d89b6c0e/1543124916.7532237,25.11.2018,oss,no,,Design - Bot repeats itself - other,
08b6badeecc74ffb9b25fe2fd99c251d,https://website-demo.rasa.com/conversations/08b6badeecc74ffb9b25fe2fd99c251d/1543123077.939007,25.11.2018,-,,,,
ce0384bba8f24ca9892134f4be01940c,https://website-demo.rasa.com/conversations/ce0384bba8f24ca9892134f4be01940c/1543277938.1520078,26.11.2018,chitchat,no,,User - types weird stuff,
cfc9d23839974db8a822cd7a1ba5fa1b,https://website-demo.rasa.com/conversations/cfc9d23839974db8a822cd7a1ba5fa1b/1543275960.342255,26.11.2018,1 step,yes,,,
c689c4e5077444dcb9abae16cb1ef056,https://website-demo.rasa.com/conversations/c689c4e5077444dcb9abae16cb1ef056/1543271214.0267959,26.11.2018,rasa_help,no,,Tech - intent classificationnot correct,how can I get a user interface for my chatbot?
92df4d37dba04ba79a3962b80cfad624,https://website-demo.rasa.com/conversations/92df4d37dba04ba79a3962b80cfad624/1543268170.839234,26.11.2018,-,,,,
akela,https://website-demo.rasa.com/conversations/akela/1543268039.859692,26.11.2018,-,,,,
b32bb3145ad44b7c9016413930d1105d,https://website-demo.rasa.com/conversations/b32bb3145ad44b7c9016413930d1105d/1543267315.066515,26.11.2018,-,,,,
8ea61bcfe1c94feea443d224d5b737f4,https://website-demo.rasa.com/conversations/8ea61bcfe1c94feea443d224d5b737f4/1543266223.8514996,26.11.2018,1 step,no,,Tech - intent classificationnot correct,
8a2e9462510745f69e101fca7a7ba335,https://website-demo.rasa.com/conversations/8a2e9462510745f69e101fca7a7ba335/1543257160.9395576,26.11.2018,1 step,no,,User - left,
e9f6b5ff2c3f41cdac8134256c08b655,https://website-demo.rasa.com/conversations/e9f6b5ff2c3f41cdac8134256c08b655/1543254985.4002883,26.11.2018,chitchat,no,,"Tech - intent correct, wrong action",
2c217d9b5fa44472b86aafa9e75a064a,https://website-demo.rasa.com/conversations/2c217d9b5fa44472b86aafa9e75a064a/1543250289.5546281,26.11.2018,1 step,no,,,bot doesn't know how to handle this convo
ced4cc1aff614809a9e847da70fba49c,https://website-demo.rasa.com/conversations/ced4cc1aff614809a9e847da70fba49c/1543249845.9804697,26.11.2018,1 step,yes,,"Tech - intent correct, wrong action",
8a2bc20edd8e4e39b3fb49e662d47e8f,https://website-demo.rasa.com/conversations/8a2bc20edd8e4e39b3fb49e662d47e8f/1543249559.0033722,26.11.2018,1 step,no,,User - types weird stuff,
de34f86714fe4325875b24c55b12554d,https://website-demo.rasa.com/conversations/de34f86714fe4325875b24c55b12554d/1543246619.5654933,26.11.2018,1 step,yes,,Tech - intent classificationnot correct,
39fe88d4b5454e7faafc0a414cecb934,https://website-demo.rasa.com/conversations/39fe88d4b5454e7faafc0a414cecb934/1543245570.7904124,26.11.2018,chitchat,no,,User - types weird stuff,
7d2ff25e291c40d2a6d5833abd6bd5b2,https://website-demo.rasa.com/conversations/7d2ff25e291c40d2a6d5833abd6bd5b2/1543245382.9748998,26.11.2018,1 step,no,,User - left,
0e7924235b744a8f92a671e3aaf62c3c,https://website-demo.rasa.com/conversations/0e7924235b744a8f92a671e3aaf62c3c/1543244990.4844449,26.11.2018,1 step,yes,,,
2f4945611ec5456eafc9c43f3a5a19ec,https://website-demo.rasa.com/conversations/2f4945611ec5456eafc9c43f3a5a19ec/1543243872.5084145,26.11.2018,1 step,yes,,,
d5cb8eca8da84808b3120f68885621d3,https://website-demo.rasa.com/conversations/d5cb8eca8da84808b3120f68885621d3/1543241194.4102838,26.11.2018,1 step,no,,User - left,
e6385339f24944f8a24c292c222b3e14,https://website-demo.rasa.com/conversations/e6385339f24944f8a24c292c222b3e14/1543238756.471673,26.11.2018,1 step,no,,User - left,
1a9e43aadf5749baaedf3b5ccada46cf,https://website-demo.rasa.com/conversations/1a9e43aadf5749baaedf3b5ccada46cf/1543237740.689285,26.11.2018,1 step,yes,,,
b6be4b6887654f0483b9f185ad8ce193,https://website-demo.rasa.com/conversations/b6be4b6887654f0483b9f185ad8ce193/1543237032.9431014,26.11.2018,1 step,yes,,"Tech - intent correct, wrong action",
ddeb400cdede4d2795986a5e532bacc0,https://website-demo.rasa.com/conversations/ddeb400cdede4d2795986a5e532bacc0/1543236947.287287,26.11.2018,rasa_help,no,,Design - bot doesn't remember what I said / what context I am in,asks for slots but then gives response to Stack
9e010bccce1e4ae5aff01cbd03ab4578,https://website-demo.rasa.com/conversations/9e010bccce1e4ae5aff01cbd03ab4578/1543235935.1683311,26.11.2018,rasa_help,no,,Other,
e9ecc761cff04e9b9e2578c0b575614f,https://website-demo.rasa.com/conversations/e9ecc761cff04e9b9e2578c0b575614f/1543235245.464875,26.11.2018,1 step,yes,,,portuguise at the beginning
207b0767095b4cd7878e551853ce9dd6,https://website-demo.rasa.com/conversations/207b0767095b4cd7878e551853ce9dd6/1543234607.83737,26.11.2018,1 step,yes,,,nice to meet you chitchatnot supported
4764846e09df412a89db296bf7e34360,https://website-demo.rasa.com/conversations/4764846e09df412a89db296bf7e34360/1543234449.8966432,26.11.2018,1 step,yes,,Design - Bot repeats itself - other,
8a12201f561542d7ab3fa83714c0ad21,https://website-demo.rasa.com/conversations/8a12201f561542d7ab3fa83714c0ad21/1543234173.7813184,26.11.2018,1 step,no,,Tech - wrong entities extracted,"asked for IBM watson - so should have just said - sorry, I don't have support"
09120b9c2ceb4476b311d2804c352cf0,https://website-demo.rasa.com/conversations/09120b9c2ceb4476b311d2804c352cf0/1543233082.0252767,26.11.2018,1 step,yes,,,
ba496d95869d457d9956a40f1d9393b3,https://website-demo.rasa.com/conversations/ba496d95869d457d9956a40f1d9393b3/1543232724.8403952,26.11.2018,1 step,no,,Tech - intent classificationnot correct,
e3941f1c46ba45c2a15c06090032d9ba,https://website-demo.rasa.com/conversations/e3941f1c46ba45c2a15c06090032d9ba/1543232642.1329093,26.11.2018,chitchat,no,,,
f7ee04cb5ded407ca3cbfaaf1a6e6ccd,https://website-demo.rasa.com/conversations/f7ee04cb5ded407ca3cbfaaf1a6e6ccd/1543232064.6117663,26.11.2018,rasa_help,no,,Other,can I install rasa without internet connection 
6fa4940c6860441b9c697d2fce21f26f,https://website-demo.rasa.com/conversations/6fa4940c6860441b9c697d2fce21f26f/1543229461.075997,26.11.2018,1 step,no,,Tech - wrong entities extracted,
0bf96a04308746deaf57284ae1f505f6,https://website-demo.rasa.com/conversations/0bf96a04308746deaf57284ae1f505f6/1543228923.696568,26.11.2018,1 step,yes,,,
82a84b4f30154227b6ab1c74b21f3697,https://website-demo.rasa.com/conversations/82a84b4f30154227b6ab1c74b21f3697/1543228538.8116105,26.11.2018,1 step,yes,,,
3d73547690a146bc8956efa1721d830a,https://website-demo.rasa.com/conversations/3d73547690a146bc8956efa1721d830a/1543227257.7730832,26.11.2018,1 step,yes,,,
cd678203af814fe6809c5c1758578e7a,https://website-demo.rasa.com/conversations/cd678203af814fe6809c5c1758578e7a/1543221870.449936,26.11.2018,?,,,,
851219f6966a4ff68eda504e92ee1800,https://website-demo.rasa.com/conversations/851219f6966a4ff68eda504e92ee1800/1543220929.5594397,26.11.2018,1 step,no,,Tech - wrong entities extracted,
8c97cf83f2424fd0bf98106b81e29b77,https://website-demo.rasa.com/conversations/8c97cf83f2424fd0bf98106b81e29b77/1543220268.0703409,26.11.2018,1 step,no,,User - left,
eb117502087b45b4a05ab33b148315f5,https://website-demo.rasa.com/conversations/eb117502087b45b4a05ab33b148315f5/1543217719.6021156,26.11.2018,1 step,yes,,,
